1,24.6161
2,24.6462
3,24.7015
4,24.7283
5,24.7875
6,24.859
7,24.8897
8,24.976
9,25.0013
10,25.0321
11,25.032
12,25.0166
13,24.788
14,24.7245
15,24.6663
16,24.6377
17,24.6439
18,24.6639
19,24.7081
20,24.6812
21,24.6401
22,24.5962
23,24.5898
24,24.608
25,24.6261
26,24.6874
27,24.6982
28,24.7095
29,24.391
30,23.9994
31,23.9382
32,23.8474
33,23.7469
34,23.6572
35,23.6213
36,23.6408
37,23.7478
38,23.8158
39,23.8469
40,23.9378
41,24.0279
42,24.0686
43,24.1406
44,24.1509
45,24.2169
46,24.2694
47,24.3771
48,24.4671
49,24.5154
50,24.5341
51,24.5865
52,24.7063
53,24.7745
54,24.8448
55,24.9155
56,24.9997
57,25.0216
58,25.0557
59,25.0847
60,25.0918
61,25.1109
62,25.1276
63,25.139
64,25.1425
65,25.209
66,25.2633
67,25.2413
68,25.1407
69,25.0243
70,24.7473
71,24.4979
72,24.1456
73,23.8321
74,23.6633
75,23.4546
76,23.1812
77,22.9878
78,22.8987
79,22.7719
80,22.6701
81,22.6184
82,22.5362
83,22.3724
84,22.1098
85,21.8946
86,21.6663
87,21.0605
88,20.0874
89,19.6884
90,19.0998
91,17.8612
92,16.9946
93,15.6883
94,14.0774
95,12.3281
96,11.5528
97,9.83585
98,7.85041
99,6.69946
100,5.00749
101,2.35949
102,0.931044
103,-1.29298
104,-3.51261
105,-6.10573
106,-7.45978
107,-9.87715
108,-14.1584
109,-15.9789
110,-19.3532
111,-23.398
112,-27.418
113,-29.3092
114,-33.001
115,-36.2102
116,-37.9677
117,-42.3308
118,-46.8157
119,-50.9235
120,-52.4313
121,-55.4131
122,-58.6324
123,-62.4499
124,-63.8977
125,-66.9741
126,-69.4566
127,-70.3987
128,-72.7724
129,-73.9933
130,-75.1262
131,-75.7215
132,-76.6702
133,-77.0328
134,-77.4318
135,-77.7429
136,-77.5912
137,-77.1712
138,-76.7768
139,-75.855
140,-73.9486
141,-73.0001
142,-70.9931
143,-68.4677
144,-66.8704
145,-64.4021
146,-61.5583
147,-58.0521
148,-56.3979
149,-53.0494
150,-49.5227
151,-45.1348
152,-42.9602
153,-38.9545
154,-35.0404
155,-33.0506
156,-29.3567
157,-25.6396
158,-21.3449
159,-19.503
160,-15.7061
161,-11.7309
162,-9.94254
163,-6.90407
164,-3.67424
165,-0.091605
166,1.46249
167,4.80914
168,7.16205
169,8.3582
170,10.4823
171,12.0884
172,13.9416
173,15.0879
174,17.1888
175,18.2499
176,18.6314
177,18.7188
178,18.1113
179,16.6549
180,15.7752
181,13.9161
182,11.4387
183,10.2229
184,7.42449
185,4.50479
186,1.43727
187,0.412388
188,-3.35217
189,-7.19412
190,-9.10784
191,-13.1347
192,-16.806
193,-21.1526
194,-23.0067
195,-26.6183
196,-31.0414
197,-32.518
198,-35.7478
199,-38.8579
200,-42.5225
201,-44.4784
202,-47.5191
203,-49.8896
204,-52.4931
205,-53.5513
206,-55.9056
207,-58.2418
208,-59.2969
209,-61.3161
210,-63.1655
211,-64.6725
212,-65.1881
213,-65.5191
214,-65.8608
215,-66.0002
216,-66.0572
217,-65.5727
218,-64.8972
219,-64.5507
220,-63.6599
221,-63.0091
222,-62.4235
223,-61.1074
224,-59.5338
225,-58.5939
226,-56.82
227,-54.6274
228,-52.3956
229,-51.2288
230,-48.5231
231,-45.8404
232,-43.0567
233,-41.7989
234,-39.3133
235,-36.3809
236,-35.2384
237,-32.4193
238,-29.8729
239,-28.7979
240,-26.5572
241,-24.3554
242,-22.0866
243,-20.9683
244,-18.747
245,-16.8322
246,-14.92
247,-13.298
248,-12.1847
249,-11.6484
250,-11.006
251,-8.9855
252,-7.74692
253,-6.49481
254,-5.86731
255,-5.13236
256,-4.4706
257,-3.96334
258,-3.42897
259,-2.96155
260,-2.86542
261,-2.96706
262,-3.33151
263,-4.31825
264,-4.87078
265,-6.68914
266,-8.44854
267,-10.0434
268,-11.0323
269,-12.8461
270,-15.3892
271,-16.6768
272,-19.0867
273,-21.7047
274,-24.4115
275,-25.7897
276,-27.9658
277,-31.1258
278,-32.3991
279,-34.9923
280,-38.0989
281,-40.8191
282,-42.0408
283,-43.9271
284,-45.9745
285,-46.9354
286,-49.1904
287,-51.0786
288,-52.7642
289,-53.6721
290,-55.2573
291,-56.8704
292,-57.3643
293,-58.4075
294,-58.7514
295,-59.5485
296,-60.0939
297,-60.4461
298,-60.6158
299,-60.6424
300,-60.445
301,-59.9204
302,-58.5771
303,-58.2822
304,-57.1623
305,-55.7913
306,-55.0993
307,-53.9069
308,-52.5108
309,-50.565
310,-49.7686
311,-47.8092
312,-45.7843
313,-44.7925
314,-42.8245
315,-40.3187
316,-38.3609
317,-37.3271
318,-35.3814
319,-33.5527
320,-32.7029
321,-30.6078
322,-28.0496
323,-25.9636
324,-25.1536
325,-23.5396
326,-22.1801
327,-20.0773
328,-19.3071
329,-17.7453
330,-16.7332
331,-16.3066
332,-15.3988
333,-14.5993
334,-14.1178
335,-13.7825
336,-13.0615
337,-12.7154
338,-12.459
339,-12.6289
340,-12.1241
341,-12.4931
342,-12.7816
343,-13.7859
344,-15.2217
345,-16.0098
346,-18.1068
347,-20.101
348,-22.0059
349,-23.0538
350,-25.1226
351,-27.3064
352,-28.4659
353,-29.8702
354,-32.3184
355,-34.9973
356,-36.276
357,-38.5947
358,-40.3625
359,-41.1786
360,-42.534
361,-36.2302
362,-36.2698
363,-36.3139
364,-36.3573
365,-36.3695
366,-36.4212
367,-36.5274
368,-36.581
369,-36.7371
370,-36.8738
371,-37.0472
372,-37.1319
373,-37.2551
374,-37.3002
375,-37.3293
376,-37.4428
377,-37.4998
378,-37.5779
379,-37.5907
380,-37.6384
381,-37.7282
382,-37.7798
383,-37.8992
384,-38.0248
385,-38.1506
386,-38.252
387,-38.3109
388,-38.4233
389,-38.5093
390,-38.5423
391,-38.6155
392,-38.6938
393,-38.7444
394,-38.8184
395,-38.8957
396,-38.9525
397,-39.0091
398,-39.0397
399,-39.1096
400,-39.1842
401,-39.2125
402,-39.2538
403,-39.2903
404,-39.3168
405,-39.3439
406,-39.4421
407,-39.4651
408,-39.4842
409,-39.4903
410,-39.5044
411,-39.5189
412,-39.4721
413,-39.4165
414,-39.347
415,-39.1458
416,-39.0963
417,-38.9663
418,-38.8851
419,-38.8923
420,-38.87
421,-38.8455
422,-38.8647
423,-38.863
424,-38.8577
425,-38.8043
426,-38.7519
427,-38.7257
428,-38.6633
429,-38.4595
430,-38.3194
431,-38.2755
432,-38.2402
433,-38.1087
434,-38.0202
435,-37.6602
436,-37.2456
437,-36.7807
438,-36.4511
439,-35.4762
440,-34.3389
441,-33.7804
442,-32.2525
443,-30.4989
444,-28.7628
445,-27.8034
446,-25.5018
447,-22.9735
448,-21.4815
449,-18.4572
450,-15.1871
451,-11.8641
452,-10.2546
453,-7.42274
454,-4.58443
455,-3.12416
456,-0.291396
457,2.60493
458,5.2841
459,6.38729
460,8.21444
461,9.43477
462,10.5459
463,10.9809
464,11.5973
465,11.7224
466,11.6952
467,11.318
468,10.4272
469,8.77195
470,7.73041
471,5.40329
472,2.6498
473,1.16641
474,-2.14259
475,-5.56186
476,-9.55363
477,-11.3722
478,-15.0914
479,-19.3497
480,-21.5594
481,-25.746
482,-30.3733
483,-34.8532
484,-36.8407
485,-40.7202
486,-44.6357
487,-46.3382
488,-49.5083
489,-52.3428
490,-55.0276
491,-56.3522
492,-58.7601
493,-60.465
494,-61.4308
495,-63.0307
496,-63.8518
497,-64.6345
498,-64.7038
499,-64.5205
500,-63.9562
501,-63.6066
502,-62.5628
503,-61.4434
504,-59.8779
505,-59.02
506,-56.8878
507,-54.4068
508,-52.934
509,-49.5963
510,-46.2547
511,-42.765
512,-41.1021
513,-37.4644
514,-33.7998
515,-31.9844
516,-27.9842
517,-24.392
518,-21.0159
519,-19.3704
520,-16.1781
521,-12.9207
522,-11.3903
523,-8.55331
524,-6.0227
525,-3.62884
526,-2.44696
527,-0.221187
528,1.92297
529,2.84233
530,4.51202
531,6.25087
532,8.0224
533,8.83499
534,10.0246
535,11.0246
536,11.3211
537,11.8553
538,12.0187
539,11.8562
540,11.5381
541,10.5096
542,9.15376
543,7.2287
544,6.07553
545,3.47805
546,0.569561
547,-1.08642
548,-4.68322
549,-8.62195
550,-12.8926
551,-14.9726
552,-19.5467
553,-24.0579
554,-26.4449
555,-31.1609
556,-35.6829
557,-40.3588
558,-42.4891
559,-46.8105
560,-51.6006
561,-53.6512
562,-57.5358
563,-61.3491
564,-62.9429
565,-66.0452
566,-68.4435
567,-71.0346
568,-72.0521
569,-73.4613
570,-74.6119
571,-75.5041
572,-75.6322
573,-75.8154
574,-75.7111
575,-75.3395
576,-74.421
577,-73.1242
578,-71.479
579,-70.5197
580,-68.5014
581,-66.1768
582,-64.8122
583,-61.8029
584,-58.4644
585,-55.0671
586,-53.3702
587,-50.2272
588,-46.3653
589,-44.4124
590,-40.2742
591,-36.7977
592,-33.3227
593,-31.4717
594,-27.4249
